id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified
220,1477710052974678017,https://twitter.com/BeezyManzell/statuses/1477710052974678017,https://twitter.com/BeezyManzell/statuses/1477710052974678017,BeezyManzell,@AliceFromQueens Ossoff is an ultimate frisbee player...,@AliceFromQueens Ossoff is an ultimate frisbee player...,2022-01-02 13:35:05,TweetDeck,6,0,en,,reply,AliceFromQueens,1084586335585865728,1477709552682516483,,0,0,1354925884910796805,https://pbs.twimg.com/profile_images/1427099645222731778/B0e9ShPU_normal.jpg,15868,155,362,2021-01-28 17:54:45,SEA➡️PDX➡️NYC➡️OAK➡️STL,"Oakland, CA",
221,1477706144181280768,https://twitter.com/bobbygameday/statuses/1477706144181280768,https://twitter.com/bobbygameday/statuses/1477706144181280768,bobbygameday,"In my weekly ultimate frisbee game with friends, I'm known as obsessive about getting the cones lined up perfectly straight when we lay out our field lines. No one else cares. 

But the highest level of sport in the world isn't immune to it either. Look at that curved sideline! https://t.co/x1dqtb5TLh","In my weekly ultimate frisbee game with friends, I'm known as obsessive about getting the cones lined up perfectly straight when we lay out our field lines. No one else cares. 

But the highest level of sport in the world isn't immune to it either. Look at that curved sideline! https://t.co/x1dqtb5TLh",2022-01-02 13:19:33,Twitter Web App,4,1,en,,original,,0,0,,0,0,541703649,https://pbs.twimg.com/profile_images/1346148545599057924/xbJTc1jl_normal.jpg,4328,1149,781,2012-03-31 08:35:31,"Tampa Bay sports. Host of The Free Stretch, posted at https://t.co/CyMMzkZJcB, and of Victory Stripes on Lightning Radio. Jesuit '98 UF '02","Tampa, FL",
222,1477703808931217414,https://twitter.com/SamSmit64246628/statuses/1477703808931217414,https://twitter.com/SamSmit64246628/statuses/1477703808931217414,SamSmit64246628,"RT @SocialSportsDub: Join us tomorrow at 2pm in Eamonn Ceannt Park for Ultimate Frisbee!
All welcome. Men, women, beginners and advanced. M…","Join us tomorrow at 2pm in Eamonn Ceannt Park for Ultimate Frisbee!
All welcome. Men, women, beginners and advanced. Make it your regular social exercise!
For more information, see https://t.co/ipm4gGUngr
#ultimatefrisbee #dublin https://t.co/qncsqmqwtU",2022-01-02 13:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,SocialSportsDub,1400106109386514432,1477698483540967427,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
223,1477698483540967427,https://twitter.com/SocialSportsDub/statuses/1477698483540967427,https://twitter.com/SocialSportsDub/statuses/1477698483540967427,SocialSportsDub,"Join us tomorrow at 2pm in Eamonn Ceannt Park for Ultimate Frisbee!
All welcome. Men, women, beginners and advanced. Make it your regular social exercise!
For more information, see https://t.co/ipm4gGUngr
#ultimatefrisbee #dublin https://t.co/qncsqmqwtU","Join us tomorrow at 2pm in Eamonn Ceannt Park for Ultimate Frisbee!
All welcome. Men, women, beginners and advanced. Make it your regular social exercise!
For more information, see https://t.co/ipm4gGUngr
#ultimatefrisbee #dublin https://t.co/qncsqmqwtU",2022-01-02 12:49:07,Twitter for Android,2,1,en,,original,,0,0,,0,0,1400106109386514432,https://pbs.twimg.com/profile_images/1407699982707314698/nJXWk0ID_normal.jpg,93,46,17,2021-06-02 11:04:55,"A friendly group who play casual games 3 times a week. Men and women play together. All levels welcome, beginners and advanced.
See link for more info.","Dublin City, Ireland",
224,1477673616095559683,https://twitter.com/SamSmit64246628/statuses/1477673616095559683,https://twitter.com/SamSmit64246628/statuses/1477673616095559683,SamSmit64246628,"RT @SSVRanger: That's near the ultimate Frisbee, how did fair? https://t.co/gEq6PO623F","That's near the ultimate Frisbee, how did fair? https://t.co/gEq6PO623F",2022-01-02 11:10:18,Twitter Bot 1996,0,1,en,,quote,,0,0,SSVRanger,928360503751127040,1477670230331727874,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
225,1477670230331727874,https://twitter.com/SSVRanger/statuses/1477670230331727874,https://twitter.com/SSVRanger/statuses/1477670230331727874,SSVRanger,"That's near the ultimate Frisbee, how did fair? https://t.co/gEq6PO623F","That's near the ultimate Frisbee, how did fair? https://t.co/gEq6PO623F",2022-01-02 10:56:51,Twitter for Android,0,1,en,I don’t think the base is prepared for climate change. https://t.co/DrIfMEPE1A,quote,travisakers,101005636,1477518304419983360,,0,0,928360503751127040,https://pbs.twimg.com/profile_images/928820442269229056/JYS7SYjX_normal.jpg,4422,623,52,2017-11-08 15:36:07,,,
226,1477628310939176960,https://twitter.com/SamSmit64246628/statuses/1477628310939176960,https://twitter.com/SamSmit64246628/statuses/1477628310939176960,SamSmit64246628,RT @tjrwriting: over the next couple months of ultimate frisbee I’m gonna work on developing my blade https://t.co/gG4vbzXrS5,over the next couple months of ultimate frisbee I’m gonna work on developing my blade https://t.co/gG4vbzXrS5,2022-01-02 08:10:16,Twitter Bot 1996,0,1,en,,quote,,0,0,tjrwriting,1070677540161945601,1477622800953266181,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
227,1477622800953266181,https://twitter.com/tjrwriting/statuses/1477622800953266181,https://twitter.com/tjrwriting/statuses/1477622800953266181,tjrwriting,over the next couple months of ultimate frisbee I’m gonna work on developing my blade https://t.co/gG4vbzXrS5,over the next couple months of ultimate frisbee I’m gonna work on developing my blade https://t.co/gG4vbzXrS5,2022-01-02 07:48:23,Twitter for iPhone,4,1,en,"my request is that everyone spend some time this year pursuing some personal interest unrelated to whatever everyone's talking about, and tweet about it a little. the power to expand everybody's sphere of awareness lies within you!

feel free to reply/QT this tweet if you like",quote,visakanv,16884623,1477615810445135874,,0,0,1070677540161945601,https://pbs.twimg.com/profile_images/1472606727044583428/41jte7uW_normal.jpg,24291,332,1592,2018-12-06 08:53:12,building a web3 university. weekly updates at https://t.co/0F7mJaahWA,,
228,1477613212216578052,https://twitter.com/SamSmit64246628/statuses/1477613212216578052,https://twitter.com/SamSmit64246628/statuses/1477613212216578052,SamSmit64246628,RT @laurensb1tch: i forgot that jonah plays ultimate frisbee pls wtf is ultimate frisbee 😭😭,i forgot that jonah plays ultimate frisbee pls wtf is ultimate frisbee 😭😭,2022-01-02 07:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,buffysb1tch,1473896460,1477602201946128384,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
229,1477602201946128384,https://twitter.com/buffysb1tch/statuses/1477602201946128384,https://twitter.com/buffysb1tch/statuses/1477602201946128384,buffysb1tch,i forgot that jonah plays ultimate frisbee pls wtf is ultimate frisbee 😭😭,i forgot that jonah plays ultimate frisbee pls wtf is ultimate frisbee 😭😭,2022-01-02 06:26:32,Twitter for iPhone,5,1,en,,original,,0,0,,0,0,1473896460,https://pbs.twimg.com/profile_images/1468119818599428097/xGY54hwy_normal.jpg,15763,78,162,2013-06-01 02:00:48,recovered phannie falling off the wagon • she/her,20,
230,1477594222819786752,https://twitter.com/risingnuggets/statuses/1477594222819786752,https://twitter.com/risingnuggets/statuses/1477594222819786752,risingnuggets,@LilDevilQT I honestly want to grab your Halo (ring on your head or the game in your console) and throw it like a game of Ultimate Frisbee on a hot summer afternoon. 😉🤣,@LilDevilQT I honestly want to grab your Halo (ring on your head or the game in your console) and throw it like a game of Ultimate Frisbee on a hot summer afternoon. 😉🤣,2022-01-02 05:54:49,Twitter for iPhone,1,0,en,,reply,LilDevilQT,1257843442299932679,1477593150076198918,,0,0,1260529554222915585,https://pbs.twimg.com/profile_images/1260529871681466369/4gLMDq70_normal.jpg,981,119,83,2020-05-13 07:17:59,I may be into anime and stuff... that’s it. I’m involved in this little discord server that would like new members (18+) to join.,,
231,1477567913771081730,https://twitter.com/SamSmit64246628/statuses/1477567913771081730,https://twitter.com/SamSmit64246628/statuses/1477567913771081730,SamSmit64246628,"RT @zana2414: Might go back on my quest

Anyone up for a game of virtual 3D ultimate frisbee?","Might go back on my quest

Anyone up for a game of virtual 3D ultimate frisbee?",2022-01-02 04:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,zana2414,4400177968,1477554651075686400,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
232,1477554651075686400,https://twitter.com/zana2414/statuses/1477554651075686400,https://twitter.com/zana2414/statuses/1477554651075686400,zana2414,"Might go back on my quest

Anyone up for a game of virtual 3D ultimate frisbee?","Might go back on my quest

Anyone up for a game of virtual 3D ultimate frisbee?",2022-01-02 03:17:35,Twitter for iPhone,0,1,en,,original,,0,0,,0,0,4400177968,https://pbs.twimg.com/profile_images/779112080964259840/FjZ-seh8_normal.jpg,724,221,41,2015-12-06 21:16:13,I forget real people follow this,"Shoreham, NY",
233,1477546147506008070,https://twitter.com/marcojuen/statuses/1477546147506008070,https://twitter.com/marcojuen/statuses/1477546147506008070,marcojuen,@MKBHD Ultimate frisbee is awesome! Cheers from switzerland! 🔥,@MKBHD Ultimate frisbee is awesome! Cheers from switzerland! 🔥,2022-01-02 02:43:47,Twitter for iPhone,0,0,en,,reply,MKBHD,29873662,1477313052173340681,,0,0,3060259787,https://pbs.twimg.com/profile_images/1316025877830926343/2Wt9e6mz_normal.jpg,18127,78,991,2015-02-24 17:18:01,"AemJaY's World: Disc Golf, eMTB, Gaming, Streaming, Drones and beer! Visit: https://t.co/MBrRRo8UIt",Schweiz,
234,1477538056089452545,https://twitter.com/xiane1/statuses/1477538056089452545,https://twitter.com/xiane1/statuses/1477538056089452545,xiane1,@KevinSixx13 We'd end it by prioritizing it to the level of ultimate frisbee.,@KevinSixx13 We'd end it by prioritizing it to the level of ultimate frisbee.,2022-01-02 02:11:38,Twitter Web App,0,0,en,,reply,KevinSixx13,1248654952639037442,1477498353109782528,,0,0,89530776,https://pbs.twimg.com/profile_images/523620832/guide04_normal.jpg,16285,1310,309,2009-11-12 15:20:29,"Oregon Estate Pinot Noir Producer.  Unhinged snark, & basketball. Sorry. 

Hard clothes fan.

Did nothing for shareholder value today.","Yamhill, OR",
235,1477507515512508419,https://twitter.com/SamSmit64246628/statuses/1477507515512508419,https://twitter.com/SamSmit64246628/statuses/1477507515512508419,SamSmit64246628,RT @edercampuzano: Keeping an index card-sized scrap of paper in my wallet with the phone numbers of the only people I would ever care to c…,"Keeping an index card-sized scrap of paper in my wallet with the phone numbers of the only people I would ever care to call, about 24 in all. And half of them were there to badger for games of ultimate frisbee. https://t.co/IWMI74W5aH",2022-01-02 00:10:17,Twitter Bot 1996,0,1,en,,quote,,0,0,edercampuzano,39443888,1477494845153308674,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
236,1477497510788698116,https://twitter.com/NateDouville/statuses/1477497510788698116,https://twitter.com/NateDouville/statuses/1477497510788698116,NateDouville,@mmaTRiLL @jasoneg33 Ultimate Frisbee &gt; Disc Golf,@mmaTRiLL @jasoneg33 Ultimate Frisbee &gt; Disc Golf,2022-01-01 23:30:31,Twitter for Android,2,0,en,,reply,mmaTRiLL,1425225296618442754,1477464610580090880,,0,0,222914035,https://pbs.twimg.com/profile_images/698731022670651392/xtCoKO-E_normal.jpg,21449,160,112,2010-12-04 15:49:12,I tweet about football pretty much 100% of the time.,"Puyallup, WA",
237,1477494845153308674,https://twitter.com/edercampuzano/statuses/1477494845153308674,https://twitter.com/edercampuzano/statuses/1477494845153308674,edercampuzano,"Keeping an index card-sized scrap of paper in my wallet with the phone numbers of the only people I would ever care to call, about 24 in all. And half of them were there to badger for games of ultimate frisbee. https://t.co/IWMI74W5aH","Keeping an index card-sized scrap of paper in my wallet with the phone numbers of the only people I would ever care to call, about 24 in all. And half of them were there to badger for games of ultimate frisbee. https://t.co/IWMI74W5aH",2022-01-01 23:19:56,Twitter for iPhone,11,1,en,"People who had analog, pre-cellphone childhood or young adulthood, I’m tryna write an essay, what do you miss about those before times?",quote,anaismitchell,70599949,1477352871146528787,,0,0,39443888,https://pbs.twimg.com/profile_images/927546056526635008/pWKYLIG0_normal.jpg,389,2478,8016,2009-05-12 01:46:08,Now: Friendly neighborhood education reporter @Oregonian. Soon: Friendly statewide K-12 reporter @StarTribune.,"Minneapolis, MN",1
238,1477464610580090880,https://twitter.com/mmaTRiLL/statuses/1477464610580090880,https://twitter.com/mmaTRiLL/statuses/1477464610580090880,mmaTRiLL,@jasoneg33 Ultimate Frisbee head ass lmao,@jasoneg33 Ultimate Frisbee head ass lmao,2022-01-01 21:19:47,Twitter for Android,5,0,en,,reply,jasoneg33,136738398,1477463780774662146,,0,0,1425225296618442754,https://pbs.twimg.com/profile_images/1460389693535756290/ZlQ4-yBl_normal.jpg,13204,661,590,2021-08-10 18:56:23,"#MMATwitter #WeTheNorth


 🇨🇦x🇭🇷

A+ memes with D+ editing skills","Toronto, Ontario",
239,1477425228896690183,https://twitter.com/Pandafiii/statuses/1477425228896690183,https://twitter.com/Pandafiii/statuses/1477425228896690183,Pandafiii,"As for 2022 goals I will continue to do the best I can in school, stay in shape whether it be ultimate frisbee, running, hitting the gym, etc. As well as simply trying to be the best person I can be to my family and friends. I've made some mistakes that I'd like to recover from💪","As for 2022 goals I will continue to do the best I can in school, stay in shape whether it be ultimate frisbee, running, hitting the gym, etc. As well as simply trying to be the best person I can be to my family and friends. I've made some mistakes that I'd like to recover from💪",2022-01-01 18:43:18,Twitter Web App,3,0,en,,reply,Pandafiii,1224094845599436805,1477424907990577152,,0,0,1224094845599436805,https://pbs.twimg.com/profile_images/1224095008690585601/zmi1QhOG_normal.jpg,1465,172,253,2020-02-02 17:18:58,Brawl stars player for @DarkRootsGaming | Genshin impact addict,,
240,1477375449328242693,https://twitter.com/AngRosado/statuses/1477375449328242693,https://twitter.com/AngRosado/statuses/1477375449328242693,AngRosado,@slangwife I once lost a gf because I chose a pickup game of ultimate frisbee one afternoon over hanging out with her,@slangwife I once lost a gf because I chose a pickup game of ultimate frisbee one afternoon over hanging out with her,2022-01-01 15:25:30,Twitter for iPhone,2,0,en,,reply,slangwife,1221867584280301573,1477369766625042438,,0,0,504929623,https://pbs.twimg.com/profile_images/765675552594284544/wtg8PNsp_normal.jpg,4840,306,143,2012-02-26 15:07:43,"Lonely highway, my old friend, I’m here to keep you warm again.","Nowhere, USA",
241,1477356520639807491,https://twitter.com/SamSmit64246628/statuses/1477356520639807491,https://twitter.com/SamSmit64246628/statuses/1477356520639807491,SamSmit64246628,RT @darrin_bronfman: Played some New Years Day pickup ultimate frisbee. Scored 3 times. Not bad for a 48 year old. https://t.co/qo2GeQYhnn,Played some New Years Day pickup ultimate frisbee. Scored 3 times. Not bad for a 48 year old. https://t.co/qo2GeQYhnn,2022-01-01 14:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,darrin_bronfman,2195511700,1477341950630146054,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
242,1477352313807417352,https://twitter.com/tubapanda/statuses/1477352313807417352,https://twitter.com/tubapanda/statuses/1477352313807417352,tubapanda,@smolbeanfriend_ I'm crying about ultimate frisbee,@smolbeanfriend_ I'm crying about ultimate frisbee,2022-01-01 13:53:34,Twitter for Android,0,0,en,,reply,smolbeanfriend_,1333458230186553350,1477188471131312131,,0,0,1202771148,https://pbs.twimg.com/profile_images/1477308311145963526/yzHLb8HZ_normal.jpg,6282,247,105,2013-02-20 21:49:02,aka lonelyghostpanda // BAP // Got7// MonstaXot7 // Mayhem // Many other fandoms // DM for BABYZ discord,jjolee’s basement,
243,1477341950630146054,https://twitter.com/darrin_bronfman/statuses/1477341950630146054,https://twitter.com/darrin_bronfman/statuses/1477341950630146054,darrin_bronfman,Played some New Years Day pickup ultimate frisbee. Scored 3 times. Not bad for a 48 year old. https://t.co/qo2GeQYhnn,Played some New Years Day pickup ultimate frisbee. Scored 3 times. Not bad for a 48 year old. https://t.co/qo2GeQYhnn,2022-01-01 13:12:23,Twitter for iPhone,2,1,en,,original,,0,0,,0,0,2195511700,https://pbs.twimg.com/profile_images/1470933413603516419/xL2bYwQe_normal.jpg,651,512,114,2013-11-25 08:25:42,"Dad, StepDad, Husband, son, brother, friend, psychotherapist, liberal, fan of Chiefs, Jayhawks, Hawks, frisbee, Petty, GD, Chipotle, fantasy sports, wrestling","Johns Creek, GA",
244,1477326320107499522,https://twitter.com/SamSmit64246628/statuses/1477326320107499522,https://twitter.com/SamSmit64246628/statuses/1477326320107499522,SamSmit64246628,RT @Smills_: Totally not hungover and definitely not going to die at ultimate frisbee today,Totally not hungover and definitely not going to die at ultimate frisbee today,2022-01-01 12:10:16,Twitter Bot 1996,0,1,en,,retweet,,0,0,Smills_,325104693,1477313022922215431,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
245,1477324940286255110,https://twitter.com/allpukenorally/statuses/1477324940286255110,https://twitter.com/allpukenorally/statuses/1477324940286255110,allpukenorally,"RT @ocallmejackaroe: (to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dre…","(to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dream",2022-01-01 12:04:47,Twitter for iPhone,0,4,en,,retweet,,0,0,ocallmejackaroe,2320877314,1477172504003235851,1357713319,https://pbs.twimg.com/profile_images/1452034968641748992/4ZTAsvBx_normal.jpg,18833,239,366,2013-04-16 15:31:49,she likes gin and dislikes incompetence.,she/her,
246,1477316978591379463,https://twitter.com/TheGreatBambi_/statuses/1477316978591379463,https://twitter.com/TheGreatBambi_/statuses/1477316978591379463,TheGreatBambi_,"RT @ocallmejackaroe: (to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dre…","(to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dream",2022-01-01 11:33:09,Twitter Web App,0,4,en,,retweet,,0,0,ocallmejackaroe,2320877314,1477172504003235851,846096486,https://pbs.twimg.com/profile_images/1470517791216353281/9ybCRfcI_normal.jpg,45240,1749,683,2012-09-25 15:32:17,The looming ghost of an aged carnival worker (He/Him),,
247,1477313022922215431,https://twitter.com/Smills_/statuses/1477313022922215431,https://twitter.com/Smills_/statuses/1477313022922215431,Smills_,Totally not hungover and definitely not going to die at ultimate frisbee today,Totally not hungover and definitely not going to die at ultimate frisbee today,2022-01-01 11:17:26,Twitter for iPhone,4,1,en,,original,,0,0,,0,0,325104693,https://pbs.twimg.com/profile_images/1421146118600151045/LslrhfBJ_normal.jpg,19735,463,731,2011-06-27 14:59:54,Baylor Grad. Marketing Semi-Professional. Presbyterian. Really bad at dancing.,,
248,1477287563614380034,https://twitter.com/1022BMose/statuses/1477287563614380034,https://twitter.com/1022BMose/statuses/1477287563614380034,1022BMose,RT @earnieb: @f3hammer @ItsJeffsFault @1022BMose @F3Columbia Ultimate Frisbee raincheck?,@f3hammer @ItsJeffsFault @1022BMose @F3Columbia Ultimate Frisbee raincheck?,2022-01-01 09:36:16,Twitter for iPhone,0,1,en,,retweet,,0,0,earnieb,21663832,1476742069808996354,726049131542761473,https://pbs.twimg.com/profile_images/1057656635508826112/0QzjYdHy_normal.jpg,342,80,47,2016-04-29 10:02:57,,,
249,1477229364156715013,https://twitter.com/ItsMattyYo/statuses/1477229364156715013,https://twitter.com/ItsMattyYo/statuses/1477229364156715013,ItsMattyYo,RT @ItsMattyYo: So are like Ultimate Frisbee leagues still a thing? So much wasted potential 😤,So are like Ultimate Frisbee leagues still a thing? So much wasted potential 😤,2022-01-01 05:45:00,Twitter for iPhone,0,1,en,,retweet,,0,0,ItsMattyYo,1110320342,1052963984599633930,1110320342,https://pbs.twimg.com/profile_images/1312911379284791296/Jx2xueun_normal.jpg,11137,1026,681,2013-01-21 19:28:20,Just your below average mexican getting things done Been worshipping The Big Homie Upstairs and breaking stereotypes since '98♋️,"Segween, Tejass",
250,1477175339893891076,https://twitter.com/SamSmit64246628/statuses/1477175339893891076,https://twitter.com/SamSmit64246628/statuses/1477175339893891076,SamSmit64246628,"RT @ocallmejackaroe: (to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dre…","(to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dream",2022-01-01 02:10:20,Twitter Bot 1996,0,4,en,,retweet,,0,0,ocallmejackaroe,2320877314,1477172504003235851,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
251,1477175326849523717,https://twitter.com/SamSmit64246628/statuses/1477175326849523717,https://twitter.com/SamSmit64246628/statuses/1477175326849523717,SamSmit64246628,RT @QuaQualion: Ultimate Frisbee is so cool,Ultimate Frisbee is so cool,2022-01-01 02:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,QuaQualion,707037487424667649,1477161128811581442,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
252,1477172505290891266,https://twitter.com/ocallmejackaroe/statuses/1477172505290891266,https://twitter.com/ocallmejackaroe/statuses/1477172505290891266,ocallmejackaroe,"there's no joke, really, just a pleasant visual of frogs playing ultimate frisbee","there's no joke, really, just a pleasant visual of frogs playing ultimate frisbee",2022-01-01 01:59:04,Twitter Web App,7,0,en,,reply,ocallmejackaroe,2320877314,1477172504003235851,,0,0,2320877314,https://pbs.twimg.com/profile_images/1381346394737422340/tATTdYEF_normal.jpg,4435,863,223,2014-02-02 18:23:04,black lives matter. smash capitalism. Matthew 19:24. guitarist @TheLegHeavyBoys,,
253,1477172504003235851,https://twitter.com/ocallmejackaroe/statuses/1477172504003235851,https://twitter.com/ocallmejackaroe/statuses/1477172504003235851,ocallmejackaroe,"(to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dream","(to the tune of eleanor rigby)
frog with a frisbee 
meeting with five other frogs for an ultimate team.
living the dream",2022-01-01 01:59:04,Twitter Web App,18,4,en,,original,,0,0,,0,0,2320877314,https://pbs.twimg.com/profile_images/1381346394737422340/tATTdYEF_normal.jpg,4435,863,223,2014-02-02 18:23:04,black lives matter. smash capitalism. Matthew 19:24. guitarist @TheLegHeavyBoys,,
254,1477161128811581442,https://twitter.com/QuaQualion/statuses/1477161128811581442,https://twitter.com/QuaQualion/statuses/1477161128811581442,QuaQualion,Ultimate Frisbee is so cool,Ultimate Frisbee is so cool,2022-01-01 01:13:52,Twitter for iPhone,8,1,en,,original,,0,0,,0,0,707037487424667649,https://pbs.twimg.com/profile_images/1477183769677205505/zAQuJJtN_normal.jpg,13130,1032,223,2016-03-07 21:57:27,"tried to troll, broke my phone :/ | he/him","Alhambra, CA",
255,1477145127646810112,https://twitter.com/SamSmit64246628/statuses/1477145127646810112,https://twitter.com/SamSmit64246628/statuses/1477145127646810112,SamSmit64246628,"RT @Fan2True: Soccer, Basketball, Baseball, Tennis, Cricket, Ultimate Frisbee, and any other sport not names Football or Hockey.

Is absolu…","Soccer, Basketball, Baseball, Tennis, Cricket, Ultimate Frisbee, and any other sport not names Football or Hockey.

Is absolute garbage &amp; can cease to exist for all I care.

I have a favorite team but I’m also a fan of teams with players that are fun to watch.",2022-01-01 00:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,Fan2True,1450109980141670418,1477133134445662208,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
256,1477133134445662208,https://twitter.com/Fan2True/statuses/1477133134445662208,https://twitter.com/Fan2True/statuses/1477133134445662208,Fan2True,"Soccer, Basketball, Baseball, Tennis, Cricket, Ultimate Frisbee, and any other sport not names Football or Hockey.

Is absolute garbage &amp; can cease to exist for all I care.

I have a favorite team but I’m also a fan of teams with players that are fun to watch.","Soccer, Basketball, Baseball, Tennis, Cricket, Ultimate Frisbee, and any other sport not names Football or Hockey.

Is absolute garbage &amp; can cease to exist for all I care.

I have a favorite team but I’m also a fan of teams with players that are fun to watch.",2021-12-31 23:22:37,Twitter for iPhone,0,1,en,,original,,0,0,,0,0,1450109980141670418,https://pbs.twimg.com/profile_images/1450110339316649992/B_2KU1Yw_normal.jpg,3139,353,168,2021-10-18 10:42:24,I just like football.,"Tennessee, USA",
257,1477131877618176002,https://twitter.com/castor_wheels/statuses/1477131877618176002,https://twitter.com/castor_wheels/statuses/1477131877618176002,castor_wheels,@pmbaxter feel like ultimate frisbee really doesn't capture the spirit of this word,@pmbaxter feel like ultimate frisbee really doesn't capture the spirit of this word,2021-12-31 23:17:38,Twitter Web App,2,0,en,,reply,pmbaxter,99628881,1477128292478160898,,0,0,1424498172366397443,https://pbs.twimg.com/profile_images/1464395653711343617/M796sSQi_normal.jpg,2283,335,195,2021-08-08 18:31:12,"Just a beaver out here damming creeks and making friends. Unsolicited DMs welcome. PFP by @SketchyMouse.


✝️|♂️|24|Engineer|Virginian|Hokie|Coaster Enthusiast",Hampton Roads,
258,1477130028035063810,https://twitter.com/SamSmit64246628/statuses/1477130028035063810,https://twitter.com/SamSmit64246628/statuses/1477130028035063810,SamSmit64246628,"RT @CoachRGaskins2: In all seriousness, why don’t we just disallow the offensive player from advancing the ball after a catch, like in ulti…","In all seriousness, why don’t we just disallow the offensive player from advancing the ball after a catch, like in ultimate frisbee? Since we want to make the game safe….smh",2021-12-31 23:10:17,Twitter Bot 1996,0,1,en,,retweet,,0,0,CoachRGaskins2,1040786790993616898,1477128599153086466,1088163278545670144,https://pbs.twimg.com/profile_images/1090113404121997312/ziWFfFJE_normal.jpg,36825,4,260,2019-01-23 14:55:17,Just lovin life as a frisbee-playing dog and tweeting as a side hustle.,,
259,1477129943020670981,https://twitter.com/F3Churchkey/statuses/1477129943020670981,https://twitter.com/F3Churchkey/statuses/1477129943020670981,F3Churchkey,RT @F3Columbia: 🚨 CONVERGENCE ALERT 🚨 0700 at AC Flora! Boot Camp and Ultimate Frisbee ! Come start 2022 off with the pax of @F3Columbia,🚨 CONVERGENCE ALERT 🚨 0700 at AC Flora! Boot Camp and Ultimate Frisbee ! Come start 2022 off with the pax of @F3Columbia,2021-12-31 23:09:56,Twitter for iPhone,0,9,en,,retweet,,0,0,F3Columbia,1114645225,1476966348131549187,319879459,https://pbs.twimg.com/profile_images/1009568963347566592/hGpgqwH3_normal.jpg,1541,430,126,2011-06-18 18:28:59,"Family Man, Clemson Tiger, Bearded Neophile, Beer Professional, Avid Runner. I was born to be Awesome, not Perfect.","Columbia, SC",
